school_id,school_name,activity_name,alg,event_date,event_time,event_name,location,source_activity_url,matchup_link
566,Columbia Independent,Baseball Spring Season,3,3/20-27,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=3&tournament=547968
566,Columbia Independent,Baseball Spring Season,3,3/27,5:00 pm,Centralia,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667359
566,Columbia Independent,Baseball Spring Season,3,3/27,7:00 pm,Centralia,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667359
566,Columbia Independent,Baseball Spring Season,3,3/30,7:00 pm,Helias Catholic,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667360
566,Columbia Independent,Baseball Spring Season,3,3/30,5:00 pm,Helias Catholic,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667360
566,Columbia Independent,Baseball Spring Season,3,3/31,5:00 pm,Helias Catholic,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667361
566,Columbia Independent,Baseball Spring Season,3,3/31,7:00 pm,Helias Catholic,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667361
566,Columbia Independent,Baseball Spring Season,3,4/1,5:00 pm,Helias Catholic,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667362
566,Columbia Independent,Baseball Spring Season,3,4/1,7:00 pm,Helias Catholic,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667362
566,Columbia Independent,Baseball Spring Season,3,4/6,7:00 pm,Capital City,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2701981
566,Columbia Independent,Baseball Spring Season,3,4/7,5:00 pm,Capital City,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2701982
566,Columbia Independent,Baseball Spring Season,3,4/7,7:00 pm,Capital City,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2701982
566,Columbia Independent,Baseball Spring Season,3,4/8,5:00 pm,Capital City,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2701983
566,Columbia Independent,Baseball Spring Season,3,4/8,7:00 pm,Capital City,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2701983
566,Columbia Independent,Baseball Spring Season,3,4/9-11,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=3&tournament=556321
566,Columbia Independent,Baseball Spring Season,3,4/13,5:00 pm,Jefferson City,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667363
566,Columbia Independent,Baseball Spring Season,3,4/13,7:00 pm,Jefferson City,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667363
566,Columbia Independent,Baseball Spring Season,3,4/14,5:00 pm,Jefferson City,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667364
566,Columbia Independent,Baseball Spring Season,3,4/14,7:00 pm,Jefferson City,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667364
566,Columbia Independent,Baseball Spring Season,3,4/15,5:00 pm,Jefferson City,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667365
566,Columbia Independent,Baseball Spring Season,3,4/15,TBD,Jefferson City,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667365
566,Columbia Independent,Baseball Spring Season,3,4/16-18,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=3&tournament=563361
566,Columbia Independent,Baseball Spring Season,3,4/20,5:00 pm,Hickman,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667370
566,Columbia Independent,Baseball Spring Season,3,4/20,TBD,Hickman,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667370
566,Columbia Independent,Baseball Spring Season,3,4/21,5:00 pm,Hickman,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667368
566,Columbia Independent,Baseball Spring Season,3,4/21,7:00 pm,Hickman,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667368
566,Columbia Independent,Baseball Spring Season,3,4/22,5:00 pm,Hickman,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667369
566,Columbia Independent,Baseball Spring Season,3,4/22,7:00 pm,Hickman,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667369
566,Columbia Independent,Baseball Spring Season,3,4/23,5:00 pm,Christian Fellowship Sr. (V),home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2560210
566,Columbia Independent,Baseball Spring Season,3,4/23,6:30 pm,Christian Fellowship Sr.,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2560210
566,Columbia Independent,Baseball Spring Season,3,4/28,5:00 pm,Rock Bridge,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667372
566,Columbia Independent,Baseball Spring Season,3,4/28,7:00 pm,Rock Bridge,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2667372
566,Columbia Independent,Baseball Spring Season,3,4/29,5:00 pm,Rock Bridge,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2706290
566,Columbia Independent,Baseball Spring Season,3,4/29,7:00 pm,Rock Bridge,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2706290
566,Columbia Independent,Baseball Spring Season,3,5/4,5:30 pm,Rolla,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2706291
566,Columbia Independent,Baseball Spring Season,3,5/4,7:15 pm,Rolla,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2706291
566,Columbia Independent,Baseball Spring Season,3,5/5,5:30 pm,Smith-Cotton,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2720059
566,Columbia Independent,Baseball Spring Season,3,5/5,7:30 pm,Smith-Cotton,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2720059
566,Columbia Independent,Baseball Spring Season,3,5/6,5:00 pm,Smith-Cotton,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2720060
566,Columbia Independent,Baseball Spring Season,3,5/6,7:30 pm,Smith-Cotton,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2720060
566,Columbia Independent,Baseball Spring Season,3,5/8,5:00 pm,Father Tolton,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2706294
566,Columbia Independent,Baseball Spring Season,3,5/8,7:00 pm,Father Tolton,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2706294
566,Columbia Independent,Baseball Spring Season,3,5/12,4:30 pm,Camdenton,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2720061
566,Columbia Independent,Baseball Spring Season,3,5/12,6:30 pm,Camdenton,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=3,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=3&comp=2720061
566,Columbia Independent,Basketball Boys,5,11/22,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=5&tournament=533962
566,Columbia Independent,Basketball Boys,5,⤷ 11/22,40 - 70,New Franklin,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2662024
566,Columbia Independent,Basketball Boys,5,12/2,56 - 49,Otterville,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2539019
566,Columbia Independent,Basketball Boys,5,12/5,48 - 51,Paris with Faith Walk,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2539259
566,Columbia Independent,Basketball Boys,5,12/11,58 - 60,Northwest (Hughesville),home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2537444
566,Columbia Independent,Basketball Boys,5,12/11,,Northwest (Hughesville),home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2537444
566,Columbia Independent,Basketball Boys,5,12/15,61 - 32,La Monte,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2502313
566,Columbia Independent,Basketball Boys,5,12/19,83 - 63,Veritas Christian Academy,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2554180
566,Columbia Independent,Basketball Boys,5,1/5-10,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=5&tournament=510807
566,Columbia Independent,Basketball Boys,5,⤷ 1/5,55 - 23,Madison,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2679859
566,Columbia Independent,Basketball Boys,5,⤷ 1/7,77 - 60,Bevier,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2679860
566,Columbia Independent,Basketball Boys,5,⤷ 1/10,60 - 49,Heartland (Bethel) Sr.,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2683232
566,Columbia Independent,Basketball Boys,5,1/13,57 - 37,Missouri Military Academy,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2539261
566,Columbia Independent,Basketball Boys,5,1/13,,Missouri Military Academy,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2539261
566,Columbia Independent,Basketball Boys,5,1/16,70 - 24,Keytesville,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2539020
566,Columbia Independent,Basketball Boys,5,1/21,66 - 81,Silex,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2536843
566,Columbia Independent,Basketball Boys,5,1/23,74 - 21,Bunceton,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2579754
566,Columbia Independent,Basketball Boys,5,1/27,62 - 58,Tuscumbia,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2564055
566,Columbia Independent,Basketball Boys,5,1/30,54 - 60,Christian Fellowship Sr.,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2564054
566,Columbia Independent,Basketball Boys,5,2/2,69 - 59,Bucklin with Macon County,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2676631
566,Columbia Independent,Basketball Boys,5,2/3,52 - 34,Missouri Military Academy,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2539262
566,Columbia Independent,Basketball Boys,5,2/3,,Missouri Military Academy,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2539262
566,Columbia Independent,Basketball Boys,5,2/5,64 - 31,Madison,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2654390
566,Columbia Independent,Basketball Boys,5,2/7,63 - 39,Chamois,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2693866
566,Columbia Independent,Basketball Boys,5,2/12,68 - 39,Bevier,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2572952
566,Columbia Independent,Basketball Boys,5,2/17,45 - 52,Calvary Lutheran,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2545132
566,Columbia Independent,Basketball Boys,5,2/19,79 - 20,Bunceton,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2579755
566,Columbia Independent,Basketball Boys,5,2/23-28,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/Activities/DistrictTournaments.aspx?alg=5&class=1&district=10&year=2025
566,Columbia Independent,Basketball Boys,5,⤷ 2/24,69 - 48,Bevier,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2693599
566,Columbia Independent,Basketball Boys,5,⤷ 2/26,64 - 67,Christian Fellowship Sr.,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=5,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=5&comp=2693597
566,Columbia Independent,Basketball Girls,6,12/2,16 - 49,Otterville,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2539019
566,Columbia Independent,Basketball Girls,6,12/5,11 - 38,Paris with Faith Walk,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2539259
566,Columbia Independent,Basketball Girls,6,12/15,12 - 43,La Monte,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2502313
566,Columbia Independent,Basketball Girls,6,1/5-10,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=6&tournament=519844
566,Columbia Independent,Basketball Girls,6,⤷ 1/5,32 - 57,Bucklin with Macon County,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2679863
566,Columbia Independent,Basketball Girls,6,⤷ 1/7,25 - 30,Bevier,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2681598
566,Columbia Independent,Basketball Girls,6,1/21,8 - 62,Silex,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2536843
566,Columbia Independent,Basketball Girls,6,1/23,20 - 62,Bunceton,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2579754
566,Columbia Independent,Basketball Girls,6,1/27,13 - 44,Tuscumbia,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2564055
566,Columbia Independent,Basketball Girls,6,1/30,13 - 45,Christian Fellowship Sr.,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2564054
566,Columbia Independent,Basketball Girls,6,2/2,29 - 55,Bucklin with Macon County,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2676631
566,Columbia Independent,Basketball Girls,6,2/5,21 - 54,Madison,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2654390
566,Columbia Independent,Basketball Girls,6,2/12,32 - 41,Bevier,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2572952
566,Columbia Independent,Basketball Girls,6,2/17,14 - 69,Calvary Lutheran,home,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2545132
566,Columbia Independent,Basketball Girls,6,2/19,30 - 61,Bunceton,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2579755
566,Columbia Independent,Basketball Girls,6,2/23-27,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/Activities/DistrictTournaments.aspx?alg=6&class=1&district=8&year=2025
566,Columbia Independent,Basketball Girls,6,⤷ 2/23,14 - 58,Newburg,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=6,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=6&comp=2692743
566,Columbia Independent,Cross Country Boys,11,9/13,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=11,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=11&tournament=539919
566,Columbia Independent,Cross Country Boys,11,9/20,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=11,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=11&tournament=527389
566,Columbia Independent,Cross Country Boys,11,9/23,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=11,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=11&tournament=539920
566,Columbia Independent,Cross Country Boys,11,10/7,,Hermann,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=11,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=11&comp=2637383
566,Columbia Independent,Cross Country Boys,11,10/14,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=11,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=11&tournament=527374
566,Columbia Independent,Cross Country Boys,11,10/24,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=11,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=11&tournament=527388
566,Columbia Independent,Cross Country Boys,11,11/1,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=11,https://www.mshsaa.org/Activities/DistrictSite.aspx?alg=11&class=1&district=3&year=2025
566,Columbia Independent,Cross Country Boys,11,11/8,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=11,https://www.mshsaa.org/Activities/PostseasonResult.aspx?alg=11&class=1&year=2025
566,Columbia Independent,Cross Country Girls,12,9/13,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=12,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=12&tournament=539918
566,Columbia Independent,Cross Country Girls,12,9/20,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=12,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=12&tournament=527390
566,Columbia Independent,Cross Country Girls,12,9/23,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=12,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=12&tournament=539921
566,Columbia Independent,Cross Country Girls,12,10/7,,Hermann,away,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=12,https://www.mshsaa.org/MySchool/Matchup.aspx?s=566&alg=12&comp=2637383
566,Columbia Independent,Cross Country Girls,12,10/14,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=12,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=12&tournament=527375
566,Columbia Independent,Cross Country Girls,12,11/1,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=12,https://www.mshsaa.org/Activities/DistrictSite.aspx?alg=12&class=1&district=3&year=2025
566,Columbia Independent,Cross Country Girls,12,11/8,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=12,https://www.mshsaa.org/Activities/PostseasonResult.aspx?alg=12&class=1&year=2025
566,Columbia Independent,Golf Girls,24,9/2,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=24,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=24&tournament=536399
566,Columbia Independent,Golf Girls,24,9/16,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=24,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=24&tournament=536243
566,Columbia Independent,Golf Girls,24,9/22,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=24,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=24&tournament=513973
566,Columbia Independent,Golf Girls,24,9/23,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=24,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=24&tournament=497099
566,Columbia Independent,Golf Girls,24,9/24,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=24,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=24&tournament=536398
566,Columbia Independent,Golf Girls,24,9/29,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=24,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=24&tournament=539922
566,Columbia Independent,Golf Girls,24,10/8,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=24,https://www.mshsaa.org/Activities/DistrictResult.aspx?alg=24&class=1&district=2&year=2025
566,Columbia Independent,Golf Girls,24,10/20-21,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=24,https://www.mshsaa.org/Activities/DistrictWinnersResult.aspx?alg=24&class=1&year=2025
566,Columbia Independent,Music,29,3/6,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=29,
566,Columbia Independent,Music,29,3/14,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=29,
566,Columbia Independent,Music,29,4/30-5/2,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=29,
566,Columbia Independent,Scholar Bowl,1,10/11,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=1,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=1&tournament=559611
566,Columbia Independent,Scholar Bowl,1,11/15,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=1,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=1&tournament=559613
566,Columbia Independent,Scholar Bowl,1,11/22,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=1,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=1&tournament=559614
566,Columbia Independent,Scholar Bowl,1,1/24,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=1,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=1&tournament=559616
566,Columbia Independent,Scholar Bowl,1,1/31,,,tournament,https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=1,https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=1&tournament=559619
